"logRe_J" "logIe_J" "logsigma" "elogRe_J" "elogIe_J" "elogsigma"
0.187 3.077 2.089 0.047 0.069 0.057
0.371 3.166 2.303 0.052 0.077 0.052
0.195 2.781 2.089 0.064 0.094 0.116
0.403 3.239 2.379 0.035 0.052 0.037
0.191 3.261 2.102 0.054 0.08 0.068
0.297 3.216 2.25 0.046 0.069 0.053
0.274 3.318 2.185 0.042 0.062 0.043
0.379 3.164 2.228 0.032 0.048 0.035
0.006 3.771 2.383 0.053 0.079 0.026
0.47 2.539 2.224 0.055 0.082 0.077
0.264 3.123 2.103 0.052 0.077 0.087
0.092 3.271 2.137 0.036 0.053 0.116
0.739 2.789 2.395 0.038 0.056 0.053
0.552 3.005 2.274 0.04 0.059 0.058
0.264 3.397 2.263 0.046 0.068 0.064
0.323 2.962 2.135 0.05 0.074 0.069
0.188 3.266 2.353 0.062 0.092 0.055
0.131 3.398 2.142 0.051 0.076 0.064
0.081 3.3 2.142 0.037 0.055 0.048
-0.117 3.615 2.148 0.064 0.095 0.074
-0.047 3.626 2.297 0.06 0.089 0.059
0.284 3.393 2.273 0.048 0.071 0.084
0.408 3.094 2.305 0.038 0.056 0.038
0.283 3.104 2.306 0.058 0.086 0.075
0.256 3.086 2.074 0.056 0.082 0.15
0.035 3.523 2.217 0.041 0.061 0.054
0.516 2.923 2.135 0.041 0.06 0.083
0.16 3.389 2.219 0.057 0.085 0.097
0.553 3.043 2.456 0.042 0.062 0.039
0.375 3.162 2.305 0.048 0.072 0.043
-0.004 3.58 2.127 0.063 0.093 0.079
0.145 3.444 2.305 0.057 0.084 0.06
0.14 3.487 2.368 0.058 0.086 0.067
0.245 3.205 2.2 0.058 0.086 0.049
0.138 3.156 2.123 0.062 0.091 0.075
0.283 3.16 2.122 0.048 0.07 0.083
0.549 2.956 2.271 0.045 0.066 0.05
0.002 3.645 2.241 0.062 0.093 0.091
-0.007 3.438 2.096 0.046 0.068 0.096
0.088 3.542 2.349 0.059 0.087 0.046
0.259 3.173 2.263 0.057 0.085 0.082
0.338 3.061 2.171 0.057 0.085 0.073
0.266 3.315 2.263 0.057 0.085 0.068
-0.209 3.834 2.367 0.052 0.077 0.046
0.212 3.102 2.086 0.056 0.083 0.185
0.223 3.122 2.225 0.055 0.082 0.07
0.316 2.941 2.067 0.032 0.048 0.037
-0.013 3.42 2.287 0.051 0.076 0.068
0.145 3.337 2.216 0.06 0.089 0.059
0.424 3.204 2.329 0.041 0.061 0.064
0.363 3.139 2.252 0.053 0.079 0.042
-0.063 3.549 2.203 0.058 0.085 0.113
0.395 3.041 2.278 0.052 0.076 0.043
0.145 3.381 2.203 0.055 0.081 0.038
0.434 3.01 2.232 0.05 0.074 0.059
0.064 3.086 2.095 0.06 0.088 0.103
0.281 2.969 2.248 0.058 0.086 0.059
0.162 3.199 2.125 0.033 0.049 0.041
0.457 2.764 2.102 0.058 0.085 0.176
0.401 2.918 2.123 0.053 0.079 0.072
0.542 2.995 2.343 0.048 0.072 0.045
0.578 3 2.148 0.032 0.048 0.054
0.292 3.121 2.287 0.052 0.078 0.051
0.209 3.329 2.177 0.061 0.091 0.045
-0.16 3.546 2.197 0.059 0.087 0.045
0.306 3.086 2.185 0.046 0.069 0.06
0.188 3.233 2.217 0.046 0.067 0.033
0.396 3.052 2.213 0.046 0.068 0.075
0.121 3.485 2.375 0.055 0.081 0.03
0.637 2.785 2.113 0.044 0.065 0.073
0.614 2.891 2.131 0.032 0.048 0.059
0.256 3.271 2.268 0.055 0.081 0.041
0.243 3.289 2.337 0.056 0.083 0.042
0.377 3.244 2.346 0.043 0.064 0.033
0.135 3.355 2.341 0.062 0.091 0.052
0.498 3.182 2.564 0.034 0.05 0.048
0.432 3.128 2.309 0.05 0.074 0.034
-0.001 3.224 2.171 0.06 0.089 0.074
0.169 3.062 2.224 0.063 0.094 0.063
0.377 3.288 2.412 0.045 0.066 0.032
0.587 2.892 2.156 0.041 0.06 0.062
0.181 3.396 2.322 0.049 0.072 0.028
0.263 3.235 2.247 0.051 0.075 0.062
0.266 3.101 2.068 0.05 0.074 0.072
0.101 3.389 2.241 0.055 0.082 0.044
0.037 3.321 2.165 0.062 0.092 0.075
0.087 3.567 2.106 0.035 0.052 0.074
0.752 2.774 2.368 0.032 0.048 0.028
0.529 2.803 2.232 0.049 0.072 0.038
-0.008 3.525 2.28 0.059 0.087 0.033
0.094 3.305 2.329 0.059 0.088 0.049
-0.019 3.672 2.354 0.054 0.079 0.054
0.258 3.143 2.37 0.06 0.089 0.052
-0.159 3.546 2.238 0.059 0.087 0.039
0.354 3.113 2.251 0.035 0.051 0.026
0.325 3.136 2.27 0.06 0.089 0.044
0.238 3.077 2.199 0.05 0.074 0.042
0.313 3.308 2.363 0.032 0.048 0.023
0.454 2.781 2.106 0.051 0.076 0.098
0.612 2.822 2.152 0.037 0.055 0.066
0.374 3.025 2.262 0.051 0.076 0.047
0.162 3.573 2.482 0.059 0.087 0.04
0.402 3.031 2.312 0.053 0.079 0.044
0.726 2.747 2.291 0.035 0.051 0.054
0.003 3.59 2.195 0.052 0.078 0.07
0.39 3.004 2.252 0.048 0.07 0.049
0.455 2.908 2.185 0.056 0.083 0.071
0.278 3.108 2.179 0.052 0.078 0.095
0.064 3.147 2.323 0.064 0.094 0.062
0.619 2.952 2.49 0.032 0.048 0.037
0.154 3.26 2.332 0.059 0.088 0.059
0.312 3.219 2.357 0.052 0.076 0.032
0.566 2.914 2.088 0.044 0.065 0.122
0.107 3.343 2.204 0.056 0.083 0.049
0.353 3.082 2.314 0.05 0.074 0.049
0.355 3.197 2.402 0.046 0.068 0.052
0.52 2.644 2.202 0.054 0.081 0.091
0.065 3.276 2.315 0.064 0.095 0.076
0.424 2.929 2.154 0.059 0.087 0.083
0.219 3.379 2.36 0.049 0.073 0.043
0.137 3.13 2.142 0.058 0.086 0.055
0.267 2.918 2.085 0.051 0.076 0.064
0.42 2.914 2.34 0.059 0.087 0.046
0.484 2.866 2.137 0.052 0.078 0.113
0.333 3.262 2.231 0.037 0.055 0.043
0.38 2.941 2.233 0.059 0.088 0.052
0.146 3.423 2.284 0.053 0.078 0.055
0.697 2.713 2.27 0.045 0.067 0.074
0.39 2.958 2.097 0.039 0.058 0.071
0.401 3.06 2.282 0.04 0.059 0.036
0.379 3.066 2.306 0.044 0.065 0.032
0.387 3.108 2.175 0.054 0.081 0.084
0.388 3.073 2.143 0.032 0.048 0.062
0.306 3.265 2.299 0.043 0.063 0.032
-0.051 3.664 2.198 0.059 0.088 0.06
0.183 3.376 2.227 0.051 0.075 0.064
0.388 2.941 2.116 0.045 0.066 0.104
0.339 3.275 2.389 0.053 0.079 0.033
0.259 3.164 2.203 0.055 0.081 0.071
0.424 3.033 2.424 0.056 0.084 0.039
0.186 3.464 2.255 0.055 0.081 0.048
0.254 3.027 2.103 0.06 0.088 0.062
0.063 3.313 2.209 0.053 0.079 0.045
-0.042 3.723 2.35 0.057 0.084 0.056
0.074 3.528 2.354 0.063 0.093 0.064
0.23 3.324 2.399 0.05 0.073 0.026
0.574 3.016 2.318 0.033 0.049 0.022
0.923 2.452 2.366 0.034 0.051 0.056
0.752 2.815 2.253 0.032 0.048 0.038
-0.052 3.353 2.204 0.036 0.054 0.056
0.306 3.17 2.451 0.061 0.09 0.047
0.233 3.127 2.217 0.063 0.094 0.067
-0.077 3.654 2.304 0.063 0.093 0.054
0.342 3.228 2.086 0.046 0.068 0.103
0.668 2.783 2.123 0.038 0.056 0.103
0.185 3.358 2.368 0.047 0.069 0.038
0.62 2.957 2.375 0.032 0.048 0.024
0.24 2.975 2.246 0.065 0.096 0.092
0.304 2.985 2.2 0.057 0.084 0.074
0.405 3.073 2.187 0.048 0.071 0.063
0.41 2.928 2.278 0.062 0.092 0.056
0.301 3.021 2.185 0.064 0.095 0.095
0.738 2.774 2.328 0.04 0.06 0.031
-0.059 3.678 2.313 0.059 0.087 0.058
0.172 3.486 2.374 0.049 0.073 0.035
0.39 2.897 2.228 0.06 0.088 0.068
0.507 2.763 2.097 0.041 0.061 0.053
0.526 3.063 2.288 0.038 0.056 0.051
0.265 3.177 2.304 0.049 0.073 0.052
0.313 3.435 2.326 0.032 0.048 0.014
0.127 3.155 2.098 0.064 0.095 0.077
0.59 2.735 2.382 0.057 0.084 0.055
0.64 2.673 2.294 0.05 0.074 0.052
0.22 3.184 2.308 0.057 0.084 0.051
0.218 3.165 2.314 0.058 0.086 0.039
0.508 3.038 2.381 0.032 0.048 0.034
0.534 3.213 2.442 0.032 0.048 0.025
0.493 2.825 2.137 0.05 0.074 0.096
0.274 3.109 2.136 0.049 0.073 0.066
0.43 2.901 2.1 0.061 0.091 0.124
0.319 2.989 2.144 0.057 0.084 0.128
0.099 3.336 2.156 0.056 0.082 0.05
0.582 2.912 2.338 0.048 0.071 0.064
0.613 2.906 2.269 0.046 0.068 0.028
0.351 3.321 2.369 0.039 0.058 0.026
0.406 3.051 2.315 0.036 0.054 0.02
0.351 3.042 2.325 0.049 0.073 0.029
0.001 3.349 2.1 0.061 0.09 0.061
0.485 3.195 2.369 0.041 0.06 0.022
0.206 3.311 2.253 0.061 0.09 0.074
0.176 3.208 2.162 0.056 0.083 0.068
0.27 2.94 2.121 0.06 0.088 0.067
0.175 3.077 2.094 0.051 0.076 0.046
0.09 3.288 2.102 0.061 0.09 0.079
0.572 2.824 2.154 0.05 0.074 0.069
-0.094 3.603 2.392 0.064 0.095 0.067
0.502 3.29 2.393 0.032 0.048 0.015
0.459 2.914 2.353 0.046 0.068 0.029
0.626 2.978 2.28 0.032 0.048 0.017
0.435 2.89 2.219 0.058 0.086 0.04
-0.209 3.655 2.184 0.06 0.089 0.107
0.459 3.121 2.406 0.046 0.068 0.025
0.305 2.988 2.104 0.058 0.085 0.153
0.453 3.195 2.385 0.038 0.056 0.041
0.459 2.96 2.298 0.047 0.07 0.046
0.364 3.027 2.396 0.051 0.075 0.059
0.286 3.076 2.301 0.054 0.081 0.034
0.073 3.347 2.236 0.062 0.092 0.065
0.139 3.464 2.364 0.05 0.073 0.034
0.324 3.087 2.249 0.054 0.079 0.036
0.128 3.414 2.301 0.055 0.082 0.037
0.496 3.069 2.372 0.046 0.069 0.028
0.372 3.196 2.199 0.044 0.065 0.054
0.074 3.372 2.181 0.062 0.091 0.069
0.229 3.257 2.38 0.058 0.087 0.046
0.431 2.886 2.312 0.061 0.091 0.053
0.048 3.391 2.179 0.062 0.092 0.062
0.259 3.17 2.051 0.053 0.079 0.055
0.715 2.997 2.488 0.032 0.048 0.035
0.375 3.169 2.271 0.047 0.069 0.039
0.252 3.108 2.252 0.06 0.089 0.049
0.305 3.197 2.194 0.058 0.086 0.058
0.13 3.578 2.479 0.047 0.069 0.034
0.346 3.097 2.301 0.047 0.069 0.06
0.226 3.289 2.143 0.055 0.082 0.108
0.697 2.975 2.428 0.032 0.048 0.024
0.095 3.48 2.299 0.051 0.076 0.056
-0.007 3.615 2.215 0.058 0.086 0.044
0.299 2.929 2.168 0.06 0.09 0.081
0.609 2.609 2.058 0.058 0.086 0.112
0.336 3.27 2.34 0.049 0.073 0.025
-0.028 3.416 2.114 0.063 0.093 0.076
0.413 2.896 2.24 0.063 0.093 0.053
0.412 3.091 2.27 0.042 0.063 0.043
0.373 2.898 2.112 0.053 0.078 0.073
0.51 2.995 2.347 0.032 0.048 0.019
0.449 3.033 2.184 0.032 0.048 0.037
0.727 2.593 2.174 0.039 0.057 0.048
0.029 3.41 2.216 0.032 0.048 0.021
0.359 2.879 2.244 0.048 0.072 0.072
0.313 3.483 2.362 0.032 0.048 0.017
0.11 3.262 2.212 0.062 0.092 0.068
0.401 3.31 2.326 0.047 0.07 0.053
0.33 2.952 2.112 0.056 0.083 0.139
0.544 3.102 2.357 0.032 0.048 0.025
0.128 3.267 2.255 0.059 0.088 0.056
0.254 3.038 2.198 0.057 0.085 0.062
0.452 3.027 2.151 0.036 0.053 0.054
0.498 2.899 2.274 0.052 0.077 0.037
0.386 3.009 2.235 0.059 0.088 0.057
0.059 3.627 2.204 0.062 0.092 0.081
0.182 3.463 2.191 0.058 0.087 0.052
0.346 3.301 2.424 0.039 0.058 0.037
0.343 3.144 2.355 0.056 0.082 0.042
0.522 2.968 2.237 0.036 0.054 0.039
0.145 3.196 2.189 0.058 0.086 0.085
0.489 3.085 2.291 0.043 0.064 0.024
0.447 2.944 2.22 0.058 0.086 0.052
0.202 3.183 2.187 0.063 0.093 0.069
0.382 3.139 2.21 0.054 0.08 0.076
0.031 3.332 2.165 0.063 0.094 0.06
0.509 3.066 2.403 0.052 0.077 0.046
0.494 3.089 2.359 0.049 0.072 0.059
0.649 3.025 2.521 0.039 0.057 0.043
0.325 2.727 2.075 0.061 0.091 0.124
0.001 3.521 2.18 0.056 0.082 0.039
0.295 3.214 2.279 0.047 0.07 0.041
0.517 2.936 2.353 0.053 0.078 0.033
0.48 2.86 2.065 0.053 0.079 0.12
0.238 3.049 2.157 0.056 0.082 0.062
0.465 2.856 2.218 0.059 0.088 0.061
0.173 2.686 2.234 0.063 0.093 0.129
0.103 3.381 2.235 0.053 0.078 0.047
0.538 2.694 2.212 0.046 0.067 0.058
0.325 3.067 2.338 0.054 0.08 0.06
0.3 3.125 2.336 0.058 0.086 0.037
0.167 3.329 2.297 0.052 0.076 0.032
0.366 3.059 2.227 0.06 0.088 0.041
-0.022 3.515 2.177 0.06 0.089 0.052
0.134 3.361 2.313 0.059 0.088 0.041
0.489 2.93 2.218 0.052 0.077 0.063
0.196 3.027 2.121 0.06 0.089 0.105
0.125 3.567 2.196 0.059 0.087 0.065
0.692 2.932 2.351 0.032 0.048 0.022
-0.037 3.652 2.076 0.055 0.081 0.087
0.026 3.444 2.097 0.044 0.065 0.111
0.157 3.291 2.201 0.055 0.081 0.115
0.377 3.351 2.378 0.044 0.065 0.031
0.3 3.224 2.303 0.054 0.08 0.046
0.45 2.97 2.237 0.055 0.082 0.054
-0.039 3.233 2.112 0.042 0.062 0.065
0.367 3.342 2.348 0.046 0.068 0.03
0.452 3.195 2.326 0.032 0.048 0.034
0.361 3.045 2.183 0.058 0.086 0.05
0.44 2.792 2.243 0.062 0.091 0.102
0.223 3.203 2.194 0.058 0.086 0.11
0.445 2.941 2.175 0.046 0.068 0.063
0.476 2.869 2.209 0.047 0.07 0.094
0.259 3.066 2.223 0.043 0.064 0.071
0.244 2.952 2.152 0.052 0.077 0.137
0.524 2.988 2.228 0.048 0.07 0.049
0.183 3.491 2.344 0.046 0.067 0.024
-0.148 3.451 2.224 0.06 0.088 0.072
0.094 3.393 2.1 0.044 0.066 0.043
0.323 3.326 2.452 0.04 0.059 0.032
0.545 3.163 2.412 0.032 0.048 0.026
0.352 3.047 2.251 0.061 0.091 0.04
0.542 3.157 2.492 0.032 0.048 0.034
-0.06 3.452 2.208 0.053 0.078 0.05
0.47 2.783 2.215 0.06 0.089 0.081
0.389 3.102 2.29 0.045 0.066 0.055
0.098 3.293 2.246 0.059 0.088 0.043
0.515 2.627 2.14 0.047 0.069 0.082
0.466 3.138 2.291 0.041 0.061 0.038
0.082 3.345 2.16 0.047 0.07 0.053
0.259 3.215 2.3 0.062 0.092 0.063
0.413 3.338 2.41 0.032 0.048 0.014
0.608 3.084 2.408 0.032 0.048 0.032
0.197 3.241 2.058 0.05 0.074 0.075
0.336 3.131 2.256 0.059 0.087 0.06
0.27 3.275 2.22 0.047 0.07 0.026
0.238 3.242 2.16 0.063 0.093 0.126
0.424 3.082 2.156 0.035 0.052 0.039
0.087 3.345 2.231 0.064 0.095 0.077
0.168 3.082 2.075 0.048 0.071 0.101
0.235 3.347 2.166 0.035 0.052 0.055
0.44 3.132 2.336 0.039 0.058 0.021
0.219 3.454 2.324 0.032 0.048 0.025
0.301 3.266 2.334 0.057 0.084 0.04
0.387 3.174 2.196 0.049 0.072 0.079
0.52 2.808 2.144 0.045 0.067 0.081
0.303 3.086 2.083 0.064 0.095 0.077
0.431 2.966 2.155 0.058 0.085 0.049
0.167 3.349 2.17 0.063 0.093 0.108
0.182 3.146 2.137 0.063 0.094 0.136
0.033 3.491 2.329 0.063 0.094 0.041
0.277 3.252 2.376 0.058 0.086 0.058
0.284 3.248 2.384 0.053 0.078 0.039
0.272 3.105 2.335 0.059 0.087 0.055
0.456 3.093 2.394 0.034 0.05 0.026
0.782 2.574 2.192 0.047 0.07 0.077
0.119 3.485 2.354 0.045 0.067 0.025
-0.013 3.361 2.101 0.061 0.091 0.12
0.037 3.322 2.221 0.059 0.087 0.107
0.507 2.894 2.079 0.038 0.056 0.077
0.224 3.256 2.311 0.053 0.079 0.043
0.379 2.799 2.238 0.063 0.093 0.078
0.234 3.356 2.271 0.058 0.086 0.04
0.37 3.287 2.369 0.039 0.058 0.06
0.699 2.805 2.339 0.043 0.063 0.038
0.118 3.364 2.221 0.054 0.08 0.035
0.452 3.031 2.341 0.044 0.066 0.032
0.4 3.02 2.255 0.044 0.065 0.037
0.526 3.03 2.307 0.032 0.048 0.034
0.131 3.403 2.37 0.042 0.062 0.053
0.547 2.884 2.235 0.052 0.077 0.065
0.42 3.087 2.339 0.043 0.064 0.045
0.078 3.657 2.39 0.058 0.085 0.052
0.433 2.998 2.125 0.058 0.086 0.178
0.391 3.019 2.202 0.051 0.075 0.053
0.301 2.964 2.123 0.061 0.09 0.08
0.388 3.284 2.295 0.039 0.057 0.101
0.348 3.066 2.27 0.056 0.083 0.055
0.069 3.37 2.252 0.061 0.091 0.053
0.176 3.019 2.247 0.064 0.094 0.054
0.031 3.448 2.231 0.06 0.088 0.062
0.238 3.183 2.101 0.055 0.081 0.105
0.289 3.312 2.229 0.056 0.083 0.109
0.641 3.092 2.432 0.037 0.054 0.041
0.106 3.428 2.307 0.041 0.06 0.067
-0.133 3.626 2.16 0.06 0.089 0.108
0.113 3.429 2.445 0.059 0.088 0.042
0.114 3.385 2.217 0.051 0.075 0.051
0.652 2.672 2.136 0.049 0.073 0.063
0.157 3.233 2.147 0.053 0.078 0.102
0.29 3.366 2.333 0.054 0.08 0.041
0.388 3.012 2.281 0.06 0.088 0.042
0.184 3.288 2.259 0.053 0.079 0.04
0.347 3.443 2.368 0.032 0.048 0.041
0.473 3.191 2.38 0.043 0.064 0.027
0.149 3.393 2.341 0.032 0.048 0.052
0.659 3.04 2.44 0.037 0.055 0.041
0.268 3.215 2.087 0.055 0.081 0.086
0.39 3.015 2.242 0.05 0.074 0.044
0.455 3.232 2.421 0.046 0.068 0.03
0.294 3.298 2.409 0.043 0.064 0.041
0.592 2.982 2.354 0.039 0.058 0.04
0.07 3.361 2.271 0.059 0.087 0.074
0.069 3.358 2.172 0.06 0.088 0.119
0.055 3.406 2.181 0.043 0.064 0.042
0.331 3.231 2.336 0.052 0.076 0.054
0.297 3.163 2.255 0.049 0.073 0.043
0.27 3.267 2.308 0.043 0.064 0.041
0.578 3.141 2.402 0.032 0.048 0.022
0.381 3.018 2.317 0.054 0.08 0.049
0.333 2.976 2.224 0.053 0.078 0.071
0.198 3.3 2.306 0.063 0.093 0.046
0.622 2.849 2.315 0.036 0.054 0.044
0.089 3.212 2.139 0.063 0.094 0.12
0.247 3.117 2.266 0.058 0.086 0.116
0.453 3.073 2.369 0.044 0.064 0.027
0.168 3.334 2.287 0.061 0.09 0.064
0.079 3.344 2.179 0.058 0.086 0.039
0.209 3.421 2.375 0.032 0.048 0.03
0.518 2.907 2.215 0.036 0.054 0.063
0.203 3.407 2.133 0.052 0.077 0.076
0.244 3.032 2.074 0.04 0.059 0.069
0.259 3.347 2.356 0.032 0.048 0.04
0.392 3.167 2.301 0.041 0.061 0.029
0.516 2.981 2.241 0.039 0.057 0.057
0.454 3.103 2.367 0.032 0.048 0.043
0.186 3.355 2.363 0.058 0.087 0.098
0.423 3.226 2.348 0.032 0.048 0.035
0.355 2.587 2.18 0.054 0.081 0.078
0.54 3.229 2.584 0.032 0.048 0.048
0.371 3.018 2.37 0.036 0.054 0.042
0.158 3.458 2.383 0.054 0.079 0.034
0.357 2.837 2.135 0.06 0.088 0.105
0.268 3.192 2.312 0.062 0.091 0.047
0.213 3.265 2.305 0.054 0.08 0.057
0.274 3.274 2.515 0.058 0.086 0.058
0.281 3.433 2.417 0.046 0.068 0.045
0.242 3.245 2.242 0.054 0.08 0.094
0.072 3.542 2.36 0.051 0.075 0.045
0.117 3.428 2.09 0.052 0.077 0.09
0.937 2.385 2.225 0.032 0.048 0.046
0.17 3.204 2.262 0.057 0.084 0.069
0.642 2.831 2.425 0.036 0.054 0.056
0.209 3.245 2.14 0.051 0.076 0.059
0.561 3.112 2.419 0.042 0.062 0.041
0.369 3.175 2.363 0.032 0.048 0.029
0.253 3.248 2.183 0.049 0.073 0.054
0.803 2.824 2.494 0.035 0.051 0.045
0.289 3.285 2.207 0.058 0.085 0.089
0.304 3.303 2.261 0.032 0.048 0.022
-0.096 3.485 2.072 0.064 0.095 0.148
0.236 3.254 2.395 0.049 0.072 0.03
0.813 2.742 2.292 0.036 0.054 0.039
0.157 3.214 2.05 0.058 0.085 0.132
0.368 3.091 2.351 0.052 0.076 0.053
0.052 3.274 2.086 0.032 0.048 0.038
0.353 3.097 2.254 0.056 0.084 0.049
0.207 3.322 2.333 0.058 0.086 0.047
0.329 3.436 2.429 0.042 0.062 0.036
0.197 3.227 2.249 0.064 0.095 0.074
-0.05 3.581 2.377 0.062 0.092 0.063
0.117 3.497 2.354 0.046 0.068 0.075
0.45 2.954 2.155 0.051 0.076 0.097
0.259 3.322 2.428 0.052 0.077 0.033
0.288 2.98 2.219 0.056 0.082 0.055
0.227 3.304 2.164 0.052 0.077 0.056
0.491 3.04 2.411 0.041 0.061 0.03
0.354 3.168 2.323 0.048 0.071 0.046
0.096 3.526 2.345 0.045 0.067 0.045
0.467 2.979 2.269 0.047 0.07 0.046
0.443 3.042 2.317 0.048 0.07 0.052
0.312 3.288 2.258 0.049 0.072 0.093
0.316 3.126 2.392 0.037 0.055 0.032
0.341 3.093 2.206 0.056 0.083 0.107
0.248 3.408 2.421 0.042 0.062 0.037
0.366 3.299 2.276 0.037 0.055 0.031
0.474 2.925 2.323 0.052 0.077 0.036
0.489 3.075 2.37 0.032 0.048 0.035
0.46 2.949 2.192 0.041 0.061 0.088
0.219 2.949 2.143 0.063 0.094 0.11
0.123 3.214 2.14 0.06 0.089 0.061
0.155 3.167 2.238 0.062 0.092 0.064
0.32 3.351 2.215 0.046 0.069 0.048
0.331 3.268 2.349 0.051 0.076 0.03
0.465 3.018 2.188 0.032 0.048 0.05
0.376 3.066 2.283 0.032 0.048 0.037
0.495 2.991 2.209 0.032 0.048 0.03
0.516 2.867 2.156 0.051 0.075 0.072
0.173 3.454 2.25 0.052 0.077 0.055
0.239 3.172 2.241 0.034 0.051 0.042
0.154 3.328 2.159 0.049 0.073 0.072
0.192 3.261 2.241 0.049 0.072 0.049
0.525 2.905 2.227 0.048 0.071 0.055
0.124 3.369 2.162 0.063 0.093 0.076
0.105 3.258 2.247 0.06 0.089 0.054
-0.16 3.283 2.192 0.062 0.092 0.091
0.582 2.674 2.263 0.059 0.087 0.086
0.525 2.692 2.129 0.055 0.082 0.092
0.465 3.211 2.431 0.039 0.057 0.039
0.255 3.522 2.328 0.036 0.053 0.033
-0.17 3.663 2.128 0.037 0.055 0.051
0.257 3.205 2.156 0.053 0.079 0.11
-0.008 3.595 2.408 0.059 0.088 0.059
0.573 3.012 2.342 0.032 0.048 0.034
0.207 3.04 2.115 0.05 0.074 0.117
0.271 3.103 2.171 0.053 0.079 0.082
0.084 3.473 2.284 0.049 0.073 0.042
0.528 2.936 2.311 0.039 0.058 0.046
0.377 3.078 2.333 0.058 0.087 0.077
0.079 3.459 2.241 0.053 0.079 0.051
0.151 3.211 2.143 0.057 0.085 0.081
0.429 3.077 2.232 0.054 0.08 0.088
0.202 3.119 2.237 0.063 0.094 0.093
0.284 3.219 2.213 0.04 0.06 0.054
0.282 3.204 2.218 0.062 0.092 0.066
0.433 3.214 2.221 0.038 0.056 0.07
0.139 3.236 2.085 0.058 0.085 0.085
0.402 2.874 2.141 0.059 0.088 0.059
0.61 2.762 2.255 0.039 0.058 0.075
-0.003 3.326 2.1 0.033 0.048 0.065
0.204 3.409 2.335 0.037 0.055 0.031
0.465 3.079 2.499 0.051 0.075 0.055
0.362 3.066 2.279 0.061 0.09 0.07
-0.2 3.641 2.289 0.036 0.053 0.035
-0.016 3.188 2.105 0.055 0.081 0.111
0.32 2.865 2.245 0.055 0.081 0.082
0.304 3.525 2.314 0.037 0.054 0.037
0.446 3.026 2.133 0.045 0.067 0.087
0.389 3.262 2.469 0.049 0.072 0.033
0.405 3.271 2.258 0.048 0.071 0.042
0.131 3.226 2.205 0.064 0.095 0.126
0.896 2.798 2.586 0.032 0.048 0.093
0.431 2.965 2.273 0.05 0.075 0.063
0.655 2.66 2.133 0.043 0.064 0.134
0.392 3.072 2.315 0.04 0.059 0.031
0.485 2.969 2.174 0.04 0.059 0.03
0.449 2.856 2.196 0.059 0.088 0.067
0.4 3.093 2.127 0.046 0.068 0.1
0.326 3.128 2.3 0.049 0.072 0.049
0.323 3.336 2.307 0.042 0.063 0.032
0.137 3.268 2.229 0.06 0.089 0.071
0.383 3.154 2.19 0.045 0.067 0.184
0.209 3.182 2.128 0.058 0.086 0.15
0.357 3.231 2.37 0.053 0.079 0.054
0.311 3.45 2.383 0.048 0.071 0.051
0.318 3.004 2.254 0.057 0.085 0.057
0.313 3.29 2.279 0.033 0.05 0.03
0.116 3.482 2.275 0.048 0.072 0.051
0.539 2.767 2.169 0.057 0.085 0.111
0.156 2.905 2.055 0.06 0.089 0.11
0.039 3.626 2.331 0.053 0.079 0.079
0.378 3.058 2.276 0.049 0.072 0.046
0.398 3.037 2.327 0.032 0.048 0.02
0.627 2.981 2.478 0.032 0.048 0.037
0.118 3.367 2.19 0.053 0.078 0.082
0.488 3.107 2.473 0.039 0.058 0.044
0.171 3.037 2.191 0.045 0.066 0.039
0.196 3.093 2.229 0.061 0.09 0.104
0.187 3.251 2.099 0.058 0.086 0.129
0.514 2.848 2.161 0.056 0.083 0.097
0.202 3.102 2.129 0.06 0.089 0.121
0.591 3.044 2.324 0.042 0.062 0.06
0.555 2.786 2.153 0.046 0.069 0.073
0.44 2.885 2.22 0.044 0.065 0.086
0.314 2.943 2.281 0.039 0.058 0.08
0.606 3.065 2.45 0.04 0.059 0.032
0.139 3.263 2.28 0.058 0.086 0.073
0.772 2.778 2.365 0.038 0.056 0.035
0.452 3.034 2.304 0.053 0.079 0.044
0.527 2.811 2.256 0.053 0.078 0.046
0.478 3.055 2.274 0.044 0.065 0.072
0.181 3.303 2.268 0.054 0.081 0.047
0.353 3.238 2.098 0.051 0.076 0.055
0.335 3.129 2.224 0.049 0.073 0.046
0.387 3.362 2.408 0.042 0.062 0.027
-0.209 3.742 2.182 0.056 0.083 0.053
0.337 3.041 2.127 0.052 0.078 0.151
0.099 3.437 2.228 0.044 0.065 0.054
0.346 3.348 2.373 0.04 0.06 0.052
0.061 3.279 2.264 0.061 0.091 0.103
0.244 3.305 2.397 0.049 0.073 0.051
0.293 3.191 2.338 0.057 0.085 0.041
0.609 2.815 2.225 0.046 0.068 0.088
0.297 3.239 2.263 0.059 0.088 0.061
-0.064 3.483 2.258 0.062 0.092 0.069
0.485 3.214 2.448 0.039 0.058 0.046
0.267 2.979 2.087 0.059 0.087 0.11
0.523 2.843 2.239 0.053 0.079 0.074
0.232 3.202 2.154 0.055 0.082 0.083
0.097 3.328 2.25 0.055 0.081 0.05
0.559 2.765 2.294 0.05 0.075 0.08
0.221 3.44 2.202 0.049 0.072 0.051
0.264 3.128 2.169 0.051 0.075 0.045
0.225 3.094 2.131 0.055 0.081 0.082
0.289 3.196 2.268 0.058 0.085 0.045
